"","periodo","prov","RatioDocente","Ratio_Desertores","Ratio_BACH"
"46","2014T4",23,15.7451137683328,0.0275989983282985,396
"47","2014T4",24,19.3675225642101,0.0201062780774831,585
"48","2014T4",90,19.8161473931661,0.0292321302714649,320
"49","2014T3",1,13.024444746138,0.019472707380462,454
"50","2014T3",2,13.1890949216457,0.0303941483789133,313
"51","2014T3",3,14.0629768292765,0.0268247154706357,440
"52","2014T3",4,13.0698186626797,0.0391834694162028,430
"53","2014T3",5,14.1204369806618,0.0322498387826191,417
"54","2014T3",6,15.2310733343565,0.0500991220331138,354
"55","2014T3",7,12.9532527029888,0.0261149995330124,473
"56","2014T3",8,19.3582487087036,0.0336958182401417,364
"57","2014T3",9,17.3742551666324,0.025683768075251,607
"58","2014T3",10,16.2672128513803,0.026018921282169,502
"59","2014T3",11,9.55350776617401,0.0181221677755155,342
"60","2014T3",12,21.777779328187,0.0255516635312365,594
"61","2014T3",13,13.8322230477406,0.0196890858564749,319
"62","2014T3",14,16.3735342752224,0.0509906407946669,216
